id,English,Russian,French,German,Spanish,Italian,Portuguese,ChineseSimplified,Turkish,Japanese,Korean,Arabic
LoadingTipMessage007,You can start upgrading Gym Equipment at Level 12,Вы можете улучшать Тренажеры,Vous pouvez améliorer l'Équipement de gym à partir du niveau 12,Du kannst ab Level 12 deine Sportgeräte verbessern.,Puedes mejorar el equipo del gimnasio a partir del nivel 12,Puoi potenziare gli Attrezzi della palestra a partire dal livello 12,Você pode melhorar Equipamentos da Academia a partir do nível 12,你可以从12级开始升级健身器材,12. seviyeden itibaren Spor Salonu Ekipmanlarını geliştirebilisin,ジム設備はレベル１2からアップグレードできます,레벨 12부터 헬스클럽 장비를 업그레이드할 수 있습니다.,يمكنك تحديث معدات النادي بدءاً من المستوى 13
LoadingTipMessage008,"You can always contact us via in-game settings, and share your suggestions with us","Вы всегда можете написать нам в службу поддержки, Если у Вас возникают проблемы в игре",Vous pouvez toujours nous envoyer des commentaires et des suggestions,Du kannst uns immer ein Feedback und deine Vorschläge schreiben,Siempre puedes escribirnos para mandarnos comentarios y sugerencias,Puoi sempre scriverci il tuo feedback e darci suggerimenti,Você sempre pode enviar sua opinião e sugestões para a gente,你可以随时向我们发送反馈和建议,Bize her zaman geri bildirim ve tavsiyeler yazabilirsin,いつでもご遠慮なく、ご意見 ご提案をお寄せください,저희에게 언제라도 의견이나 제안 사항을 보내주실 수 있습니다.,يمكنك دوماً إرسال مقترحاتك وآرائك لنا
LoadingTipMessage009,You can do exercises in any order,Вы можете выполнять план тренировки клиента в любом порядке,Vous pouvez terminer l'entraînement du client dans n'importe quel ordre,Du kannst die Übungen des Kunden in beliebiger Reihenfolge ausführen.,Puedes completar los ejercicios del entrenamiento de los clientes en cualquier orden,Puoi completare l'Allenamento del cliente in qualsiasi ordine,Você pode concluir o Treindo do Cliente em qualquer ordem,你可以按任何顺序完成客户的训练,Müşterinin Çalışmasını istediğin sırayla tamamlayabilirsin,クライアントのトレーニングをどんな順番でも完了することができます,고객의 트레이닝은 순서에 상관없이 완료할 수 있습니다.,يمكنك إكمال تدريب العملاء بأي ترتيب ترغب به
LoadingTipMessage010,You can visit the gym of your Facebook friend,Вы можете посещать залы своих друзей,Vous pouvez visiter la Salle de gym de votre ami,Du kannst das Fitnessstudio deiner Freunde besuchen.,Puedes visitar el gimnasio de tus amigos,Puoi visitare la palestra degli amici,Você pode visitar a Academia do seu amigo,你可以拜访你的好友的健身房,Arkadaşının Spor Salonunu ziyaret edebilirsin,友達のジムを訪問することができます,친구의 헬스크럽을 방문할 수 있습니다.,يمكنك زيارة نادي صديقك الرياضي
LoadingTipMessage011,It's much more fun to play the game together with friends,Играть с друзьями еще веселее,Jouer à My Gym avec des amis est bien plus amusant,Spiele zusammen mit Freunden um noch mehr Spaß zu haben.,Jugar a My Gym con amigos es mucho más divertido,Giocare a My Gym con gli amici è molto meglio,Jogar My Gym com amigos é muito melhor,和朋友一起玩《My Gym》会更加好玩,My Gym'i arkadaşlarınla beraber oynamak çok daha iyidir,友達とMy Gymをプレイしたほうが楽しいです,My Gym은 친구들과 함께 플레이하면 훨씬 더 재미있습니다.,لعب My Gym مع الأصدقاء أكثر متعةً بكثير
LoadingTipMessage012,You can take the achievements under your control in Head Quarters,Следите за своими Достижениями в Главном Офисе,Vous pouvez prendre les réalisations sous votre contrôle dans les quartiers tête,Behalte deine Erfolge im Hauptquartier unter Kontrolle.,Puede tomar los logros bajo su control en cuartos principales,Si può prendere i risultati sotto il vostro controllo in quartier generale,Você pode tomar as realizações sob seu controle no Quartel,您可以在总部购买你的控制之下所取得的成就,Sen Başkanı Quarters olarak garanti edilmektedir başarıları alabilir,あなたは本社にあなたのコントロール下で成果を取ることができます,당신은 헤드 쿼터에서 통제 업적을 취할 수,يمكنك أن تأخذ الإنجازات تحت سيطرتك في المقر الرئيسي
LoadingTipMessage013,"Your Trainers will keep earning you Coins, even while you aren't in the game","Ваши Тренеры будут зарабатывать монеты, даже когда вы не играете","Vos entraîneurs vous tiendrons gagner des pièces, même si vous n'êtes pas dans le jeu","Ihr Trainer halten Sie Münzen zu verdienen, auch wenn Sie nicht im Spiel","Sus instructores le mantendrá ganar monedas, incluso cuando usted no está en el juego","Le scarpe da ginnastica vi terrà guadagnare monete, anche quando non si è nel gioco","Seus instrutores irá manter você ganhar moedas, mesmo quando você não está no jogo",你的导师将继续赚你硬币，即使你是不是在游戏中,"Kişisel Eğitmenler oyunda olmasa bile iken, size Paraları kazanmaya devam edecektir",あなたのトレーナーは、あなたがゲームではないながらも、あなたのコインを獲得していきます,당신의 트레이너는 당신이 게임에없는 동안에도 당신에게 동전을 적립 계속됩니다,سوف المدربين الخاص حفاظ على كسب لك عملات معدنية، حتى في الوقت الذي لم تكن في اللعبة
LoadingTipMessage015,You can unlock Professional Sport Club at Level 12,Вы можете открыть Професиональный спортивный клуб на 12 уровне,Vous pouvez débloquer le Club de sport professionnel au niveau 12,Du kannst den Profi-Sportclub ab Level 12 freischalten.,Puedes desbloquear el club deportivo profesional a partir del nivel 12,Puoi sbloccare il Club sportivo professionale al livello 12,Você pode desbloquear o Clube esportivo profissional no nível 12,你可以在12级解锁专业体育俱乐部,12 Seviyede Profesyonel Spor Kulübü açabilirsin,レベル１２でプロのスポーツクラブをアンロックできます,레벨 12에 프로 스포츠 클럽을 열 수 있습니다.,يمكنك فتح نادري الرياضة الاحترافي في المستوى 12
loadingStepCleaningRooms,Cleaning up workstation,Вытираем пыль с тренажеров,Nettoyage de poste de travail,Säubere deinen Arbeitsplatz.,La limpieza de la estación de trabajo,Pulizia workstation,Limpeza de estação de trabalho,清理工作站,iş istasyonu temizleniyor,ワークステーションのクリーンアップ,워크 스테이션을 청소,تنظيف محطة العمل
loadingStepPlacingTrainers,Reminding the Training Staff to take it easy on clients,"Напоминаем Тренерам, чтоб они были полегче  с клиентами",L'état-major de rappeler la formation de prendre facilement sur les clients,"Trainiere dein Personal, um es deinen Kunden zu erleichtern.",Recordando a la capacitación del personal para aliviar el esfuerzo de los clientes,Ricordando la formazione del personale per prendere facilmente sui client,Lembrando a formação de pessoal para levá-lo fácil em clientes,提醒培训人员把它容易对客户,Eğitim Personel hatırlatan istemcilerde sakin ol,クライアントで簡単にそれを取るためにトレーニングスタッフを思い出させます,교육 직원을 생각 나게하는 것은 클라이언트에서 쉽게 가져가,تذكير الموظفين التدريب لأعتبر أن من السهل على العملاء
loadingStepWateringTrees,Watering fruit trees,Поливаем фруктовые деревья,Arrosage des arbres fruitiers,Bewässere deine Obstbäume.,Riego de árboles frutales,Irrigazione alberi da frutto,Regar árvores de fruto,浇灌果树,Meyve ağaçları Sulama,じょうろ果樹,과일 나무를 급수,سقي الأشجار المثمرة
loadingStepOpeningWindows,Opening windows to get some fresh air inside,"Открываем окна, чтоб запустить свежего воздуха",fenêtres d'ouverture pour obtenir un peu d'air frais à l'intérieur,Öffne deine Fenster um etwas frische Luft hereinzulassen.,Abrir las ventanas para conseguir un poco de aire fresco en el interior,finestre che si aprono per ottenere una boccata d'aria fresca all'interno,abrir as janelas para obter algum ar fresco para dentro,打开窗户进去一些新鲜空气,Windows açılış içeride biraz temiz hava almak için,内部のいくつかの新鮮な空気を得るためにウィンドウを開きます,창문을 열면 내부에 신선한 공기를 얻을 수 있습니다,فتح النوافذ للحصول على بعض الهواء النقي داخل
AndroidOBBFailed.CannotContinue.Header,Can't start the game,Игра не может стартовать,Impossible de démarrer le jeu,Spiel kann nicht gestartet werden.,No se puede iniciar la partida.,Impossibile avviare il gioco,Não é possível iniciar o jogo,无法启动游戏,Oyun başlatılamıyor,ゲームを開始できません,게임 시작 불가,لا يمكن بدء المباراة
AndroidOBBFailed.CannotContinue.Message,Required game resources are not available and cannot be downloaded. Please try to reinstall game from Google Play store,"Необходимые игровые ресурсы недоступны, и не получается их скачать. Пожалуйста, попробуйте переустановить игру из Google Play Store",Les ressources nécessaires du jeu ne sont pas disponibles et ne peuvent pas être téléchargées. Veuillez essayer de réinstaller le jeu depuis la boutique Google Play.,"Die erforderlichen Spielressourcen sind nicht verfügbar und können nicht heruntergeladen werden. Bitte versuche, das Spiel aus dem Google Play Store erneut zu installieren.",Los recursos de juego necesarios no están disponibles y no pueden descargarse. Prueba a volver a instalar el juego desde la tienda Google Play.,Le risorse necessarie non sono disponibili e non possono essere installate. Prova a installare nuovamente il gioco da Google Play.,Os recursos necessários para o jogo não estão disponíveis e não podem ser baixados. Tente reinstalar o jogo a partir da loja do Google Play.,所需的游戏资源不可用且无法下载。请尝试从Google Play 商店重新安装游戏。,Gerekli oyun kaynakları mevcut değil ve indirilemiyor. Lütfen oyunu Google Play mağazasından tekrar yüklemeyi dene.,必要なゲームリソースが利用できず、ダウンロードを実行できません。お手数ですが、Google Play ストアからゲームの再インストールをお願いいたします,필요한 게임 리소스를 이용할 수 없으며 다운로드 받을 수 없습니다. Google Play 스토어에서 게임을 다시 설치하세요.,الموارد اللعبة المطلوبة غير متوفرة ولا يمكن تحميلها. يرجى المحاولة لإعادة تثبيت اللعبة من متجر Google Play
AndroidOBBFailed.ExternalDirNotMounted.Header,Can't start the game,Игра не может стартовать,Impossible de démarrer le jeu,Spiel kann nicht gestartet werden.,No se puede iniciar la partida.,Impossibile avviare il gioco,Não é possível iniciar o jogo,无法启动游戏,Oyun başlatılamıyor,ゲームを開始できません,게임 시작 불가,لا يمكن بدء المباراة
AndroidOBBFailed.ExternalDirNotMounted.Message,Looks like external storage (SD Card) is not mounted. Please mount it or try to reinstall game from Google Play store,"Похоже, что внешняя карта памяти не установлена в телефон. Пожалуйста, установите карту памяти или попробуйте переустановить игру из Google Play Store",Il semble que le stockage externe (Carte SD) ne soit pas monté. Veuillez l'installer ou bien essayez de réinstaller le jeu depuis la boutique Google Play.,"Es sieht so aus, als wäre keine externe Speicherkarte (SD) vorhanden. Bitte setze eine ein oder versuche, das Spiel aus dem Google Play Store neu zu installieren.",Parece que la memoria externa (tarjeta SD) no está colocada. Colócala o instala el juego desde la tienda Google Play.,"Pare che non sia inserita la memoria esterna (Scheda SD). Inseriscila, oppure installa nuovamente il gioco da Google Play.",Parece que o armazenamento externo (Cartão SD) não está montado. Monte-o ou tente reinstalar o jogo a partir da loja do Google Play.,看来没有安装外部存储（SD卡）。请安装它，或尝试从 Google Play 商店重新安装游戏。,Harici bellek (SD Kart) takılı değil gibi görünüyor. Lütfen onu tak ya da oyunu Google Play mağazasından tekrar yüklemeyi dene.,外部保存機器（SDカード）が取付されていないようです。取付するか、Google Play ストアからゲームの再インストールをお願いいたします,외부 저장소(SD 카드)가 삽입되어 있지 않습니다. 저장소를 삽입하거나 Google Play 스토어에서 게임을 다시 설치하세요.,يبدو التخزين الخارجية (بطاقة SD) لم يتم تحميل. يرجى تركيبها أو محاولة إعادة تثبيت اللعبة من متجر Google Play
AndroidOBBFailed.PermissionsDenied.Header,Can't start the game,Игра не может стартовать,Impossible de démarrer le jeu,Spiel kann nicht gestartet werden,No se puede iniciar la partida.,Impossibile avviare il gioco,Não é possível iniciar o jogo,无法启动游戏,Oyun başlatılamıyor,ゲームを開始できません,게임 시작 불가,لا يمكن بدء المباراة
AndroidOBBFailed.PermissionsDenied.Message,Game requires the access to external storage to update. Please give it the required permissions. Or you can try to reinstall the game from Google Play store.,"Игре требуется доступ к внешней карте памяти для обновления. Пожалуйста, предоставьте запрашиваемые разрешения, чтоб продолжить.",Le jeu nécessite l'accès au stockage externe pour la mise à jour. Veuillez lui donner les autorisations requises. Ou bien essayez de réinstaller le jeu depuis la boutique Google Play.,"Zum Aktualisieren des Spiels ist der Zugriff zum externen Speicher erforderlich. Bitte genehmige die erforderlichen Berechtigungen. Oder du kannst versuchen, das Spiel aus dem Google Play Store neu zu installieren.",El juego necesita acceder al almacenamiento externo para actualizarse. Así que tendrás que concederle permiso. También puedes volver a instalar el juego desde la tienda Google Play.,"Il gioco richiede l'accesso a una memoria esterna per poter essere aggiornato. Concedi i permessi appropriati, oppure prova a installare nuovamente il gioco da Google Play.",O jogo requer acesso ao armazenamento externo para ser atualizado. Conceda as permissões requeridas ou tente reinstalar o jogo a partir da loja do Google Play.,游戏需要访问外部存储才能更新。请授予它所需的权限。或者可以尝试从 Google Play 商店重新安装游戏。,Oyun güncelleme için harici belleğe izin gerektiriyor. Lütfen gerekli izinleri ver. Ya da oyunu Google Play mağazasından yeniden yüklemeyi deneyebilirsin.,アップデートを実行するには、ゲームが外部機器にアクセスする必要があります。必要な許可を与えてください。もしくはGoogle Play ストアからゲームの再インストールをお願いいたします,게임을 업데이트하려면 외부 저장소 접근 권한이 필요합니다. 필요한 권한을 허용해주십시오. 아니면 Google Play 스토어에서 게임을 다시 설치하세요.,تتطلب لعبة الوصول إلى التخزين الخارجي لتحديث. يرجى اعطائها الأذونات المطلوبة. أو يمكنك محاولة لإعادة تثبيت اللعبة من متجر Google Play.
AndroidOBB.RequestExternalStoragePermissions.Header,Game needs access permissions,Игре требуется разрешение,Le nécessite l'autorisation d'accès,Für das Spiel ist die Berechtigung erforderlich.,El juego necesita permiso de acceso,Il gioco richiede dei permessi,O jogo requer permissão de acesso,游戏需要访问权限,Oyun erişim izni gerektiriyor,ゲームがアクセス許可を求めています,접근 권한 필요,اللعبة تحتاج أذونات الوصول
AndroidOBB.RequestExternalStoragePermissions.Message,The game requires access to external storage in order to download additional game data. You will be asked to provide such an access.,"Игре требуется доступ к внешней карте памяти для обновления. Пожалуйста, предоставьте запрашиваемые разрешения, чтоб продолжить.",Le jeu nécessite l'accès au stockage externe pour télécharger des données de jeu supplémentaires. Il vous sera demandé de fournir cet accès.,"Für das Spiel ist der Zugriff auf den externen Speicher erforderlich, damit zusätzliche Spieldaten heruntergeladen werden können. Du wirst darum gebeten, den Zugriff zu ermöglichen.",El juego necesita acceder al almacenamiento externo para descargar datos de juego adicionales. Se te pedirá que concedas el acceso.,Il gioco richiede l'accesso a una memoria esterna per poter scaricare dati di gioco aggiuntivi. Ti verrà richiesto di concedere tale permesso.,O jogo requer acesso ao armazenamento externo para baixar dados adicionais do jogo. Você será solicitado a conceder tal acesso.,游戏需要访问外部存储来下载额外的游戏数据。游戏会要求你提供该授权。,Oyun ek oyun verisi indirmek için harici belleğe erişim gerektiriyor. Bu erişim iznini vermen istenecek.,追加のゲームデータをダウンロードするには、ゲームが外部機器にアクセスする必要があります。まもなくアクセス許可を求められるはずです。,추가 게임 데이터를 다운로드 받으려면 외부 저장소에 접근해야만 합니다. 해당 접근 권한을 요청하는 질문을 받게 됩니다.,اللعبة تتطلب الوصول إلى وحدة تخزين خارجية من أجل تحميل بيانات اللعبة إضافية. سوف يطلب منك تقديم مثل هذا الوصول.
PrivacyPolicy,Privacy Policy,Политика Конфиденциальности,Politique de confidentialité,Datenschutz-Bestimmungen,Política de privacidad,politica sulla riservatezza,Política de Privacidade,隐私政策,Gizlilik Politikası,個人情報保護方針,개인 정보 정책,سياسة خاصة
TermsOfUse,Terms Of Use,Условия пользования,Conditions d'utilisation,Nutzungsbedingungen,Términos de Uso,Condizioni d'uso,Termos de uso,使用条款,Kullanım Şartları,利用規約,이용 약관,تعليمات الاستخدام
UserAgreement,User Agreement,Пользовательское Соглашение,Accord de l'utilisateur,Nutzungsbedingungen,Acuerdo del Usuario,Accordo per gli utenti,Termo de Acordo do Usuário,用户协议,Kullanıcı Sözleşmesi,ユーザー規約,사용자 계약,اتفاقية المستخدم
PrivacyHeader,Important Notice,Важные новости,Avis important,Wichtiger Hinweis,Noticia importante,Avviso IMPORTANTE,Notícia importante,重要的提醒,Önemli Uyarı,重要なお知らせ,중요 공지 사항,ملاحظة هامة
PrivacyText,"Before you start, please read and accept our updated Terms of Use, Privacy Policy and User Agreement. Thanks and have Fun","Прежде, чем продолжить игру, вам необходимо ознакомиться с новыми правилами. Спасибо","Avant de commencer, s'il vous plaît lire et accepter nos mises à jour Conditions d'utilisation, Politique de confidentialité et Conditions d'utilisation. Merci et Fun","Bevor Sie beginnen, lesen und akzeptieren Sie unsere aktualisierten Nutzungsbedingungen, Datenschutzerklärung und Benutzervereinbarung. Danke und viel Spaß.","Antes de empezar, por favor, lea y acepte los términos actualizados de uso, Política de Privacidad y Condiciones de uso. Gracias y divertirse","Prima di iniziare, si prega di leggere e accettare i Termini di Utilizzo aggiornati, Privacy Policy Condizioni d'uso e. Grazie e buon divertimento","Antes de começar, por favor ler e aceitar nossos atualizados Termos de Uso, Política de Privacidade e Contrato de Usuário. Obrigado e divirta-se",在开始之前，请阅读并接受更新后的使用条款，隐私政策和用户协议。感谢和乐趣,"Başlamadan önce, okumak ve kullanımı, Gizlilik Politikası ve Kullanıcı Anlaşması güncellenen Hüküm kabul edin. Teşekkür ve Fun var",あなたが開始する前に、読んで、使用、プライバシーポリシーと利用規約の私達の更新規約に同意してください。おかげで、楽しみを持っています,"시작하기 전에 읽기 및 사용, 개인 정보 보호 정책 및 사용자 계약의 업데이트 된 약관에 동의하시기 바랍니다. 감사와 재미를",قبل أن تبدأ، يرجى قراءة وقبول البنود المحدثة الاستخدام، سياسة الخصوصية واتفاقية المستخدم. شكرا لك ويكون المرح
IReadAndAccept,I Accept,Принимаю,J'accepte,Ich nehme an,Acepto,Accetto,Eu aceito,我接受,Kabul ediyorum,承諾します,나는 동의,موافق
ConsentHeader,Consent Notice,Согласие на сбор данных,Le consentement avis,Einverständniserklärung,Aviso de consentimiento,consenso Avviso,consentimento Notice,同意授权通知,Onay Bildirimi,同意お知らせ,동의 공지 사항,موافقة إشعار
WhyDoWeNeedYourData,"To give you best game experience possible we collect a range of data from you. If you want to know more about what data we collect and how we process it, please read Privacy Policy.","Мы просим ваше согласие чтобы хранить даные о ваших друзьях, добавлять вас в лидерборды и показывать персонализированную рекламу","Pour vous donner meilleure expérience de jeu possible, nous recueillons une gamme de données vous concernant. Si vous voulez en savoir plus sur ce que nous recueillons des données et la façon dont nous traitons, s'il vous plaît lire la politique de confidentialité.","Um Ihnen die bestmögliche Spielerlebnis zu ermöglichen, sammeln wir eine Reihe von Daten von Ihnen. Wenn Sie mehr darüber erfahren möchten, welche Daten wir sammeln und wie wir sie verarbeiten, lesen Sie bitte die Datenschutzerklärung.","Para darle mejor experiencia de juego posible que recogemos una serie de datos de usted. Si desea saber más acerca de qué datos recogemos y cómo la procesamos, lea la Política de Privacidad.","Per dargli il migliore esperienza di gioco possibile, noi raccogliamo una serie di dati da voi. Se vuoi sapere di più su quali dati raccogliamo e come trattiamo esso, si prega di leggere sulla privacy.","Para dar-lhe melhor experiência de jogo possível que coletamos uma série de dados de você. Se você quiser saber mais sobre quais os dados que coletamos e como iremos processá-lo, por favor leia Política de Privacidade.",为了给你最好的游戏体验，我们收集的范围为你的数据。如果你想知道更多关于我们收集的资料，以及我们如何处理它，请阅读隐私权政策。,"size mümkün olan en iyi oyun deneyimi sunmak için sizden veri aralığı toplar. Ayrıca, topladığımız ve nasıl işleyecek hangi verileri hakkında daha fazla bilgi edinmek istiyorsanız, Gizlilik Politikamızı okuyun.",あなたに可能な限り最高のゲーム体験を提供するために、私たちはあなたからのデータの範囲を収集します。あなたは私たちが収集し、どのように我々はそれを処理し、どのデータについての詳細をお知りになりたい場合は、プライバシーポリシーをお読みください。,"가능한 한 당신에게 최고의 게임 경험을 제공하기 위해 우리는 데이터의 범위를 수집합니다. 우리가 수집하고 우리가 어떻게이를 처리 할 데이터에 대해 더 알고 싶다면, 개인 정보 보호 정책을 참조하십시오.",لإعطائك أفضل تجربة اللعبة ممكن نجمع مجموعة من البيانات منك. إذا كنت تريد أن تعرف المزيد عن ما هي البيانات التي نجمعها وكيف نعالج ذلك، يرجى قراءة سياسة الخصوصية.
ImUnder16,I am under 16,Мне меньше 16,Je suis moins de 16 ans,Ich bin unter 16.,Soy menor de 16 años,Io sono sotto i 16 anni,Estou com menos de 16,我是16岁以下,Ben 16 yaşından küçük değilim,私は16歳です,나는 16 세 미만입니다,أنا تحت 16
RefuseToProvide,Refuse,Отказываюсь,Refuser,Ablehnen,Desperdicios,Rifiuto,Recusar,垃圾,çöp,ごみ,폐물,رفض
OkCollect,Agree,Соглашаюсь,Se mettre d'accord,Zustimmen,De acuerdo,Essere d'accordo,Aceita,同意,anlaşmak,一致します,동의하다,يوافق على
WeCanNotCollect,You are under 16 years old and We can't collect your data,"Вам меньше 16, мы не можем собирать ваши данные",Vous avez moins de 16 ans et nous ne pouvons pas récupérer vos données,Sie sind unter 16 Jahre alt und wir können Ihre Daten nicht sammeln,Usted es menor de 16 años de edad y no podemos recoger sus datos,Lei è sotto i 16 anni e non possiamo raccogliere i dati,Você tem menos de 16 anos de idade e não podemos recolher os seus dados,您是未满16周岁，我们无法收集数据,Sen 16 yaşın altında ve biz veri toplamak olamaz,あなたは16歳未満であり、私たちはあなたのデータを収集することはできません,"당신이 16 세 미만이며, 우리는 데이터를 수집 할 수 없습니다",كنت تحت 16 سنة، ونحن لا يمكن جمع البيانات الخاصة بك
RevokeConsent,Revoke access,Отозвать согласие на обработку данных,Accès révoqué,Zugangsberechtigung aufheben,Revocar el acceso,Revocare l'accesso,revogar o acesso,撤消访问权限,erişimini iptal,アクセス権を取り消す,액세스 권한을 취소,إبطال الوصول
msgRevokeAccessWarningHeader,You are about to revoke your access to collect data,Откат согласия на обработку данных,Vous êtes sur le point de révoquer votre accès à recueillir des données,"Sie sind dabei, Ihren Zugriff auf das Sammeln von Daten zu widerrufen",Vas a revocar su acceso para recopilar datos,Stai per revocare l'accesso per raccogliere i dati,Você está prestes a revogar o seu acesso para coletar dados,您将要撤销您的访问来收集数据,Verileri toplamak için erişiminizi iptal etmek üzeresiniz,あなたは、データを収集するためにあなたのアクセスを取り消すしようとしています,당신은 데이터를 수집하기 위해 액세스 권한을 취소하려고합니다,أنت على وشك إلغاء وصولك إلى جمع البيانات
msgRevokeAccessWarningMessage,"If you revoke your decision to collect data, we will need to disconnect you from all social medias, clear your Friend List, remove you from all Leader Boards and Ads will cease to be personalized, limiting and downgrading your playing experience significantly. Game will shut down","Если Вы отзовете свое согласие на обработку данных, нам придется удалить все Ваши личные данные. Это повлечет за собой  отказ от всех социальных сетей, удаление друзей и всех лидербордов и реклама перестанет быть персонализированна, что повлечет за собой ухудшения качества игры и дополнительных ограничений на доступность рекламных роликов. Приложению придется закрыться.","Si vous révoquez votre décision de recueillir des données, nous aurons besoin de vous déconnecter de tous les médias sociaux, effacer votre liste d'amis, vous retirer de tous les conseils Leader et annonces cesseront d'être personnalisés, ce qui limite considérablement et déclasser votre expérience de jeu. Jeu fermera","Wenn Sie Ihre Entscheidung, Daten zu sammeln, widerrufen, müssen wir Sie von allen sozialen Medien trennen, Ihre Freundesliste löschen, Sie von allen Ranglisten entfernen und Anzeigen werden nicht mehr personalisiert, wodurch Ihre Spielerfahrung erheblich eingeschränkt und herabgestuft wird. Das Spiel wird heruntergefahren.","Si revoca su decisión de recopilar datos, necesitaremos que desconectarse de todos los medios de comunicación social, borrar la lista de amigos, que eliminar de todas las juntas y Anuncios Líder dejará de ser personalizados, lo que limita y degradar significativamente su experiencia de juego. Juego se apagará","Se si revoca la vostra decisione per raccogliere i dati, avremo bisogno di staccare da tutte social media, svuota la lista di amici, si rimuove dal leader di tutti i Boards e annunci cesserà di essere personalizzato, limitando e il downgrade vostra esperienza di gioco in modo significativo. Gioco si spegnerà","Se você revogar a sua decisão de coleta de dados, será necessário desconectar-lo de todas as mídias sociais, limpar sua lista de amigos, removê-lo de todas as placas e anúncios Líder deixará de ser personalizado, limitando e rebaixando sua experiência de jogo significativamente. Jogo será desligado",如果您撤销决定收集数据，我们需要从所有的社会媒体断开你，清除好友列表，从所有的排行榜和广告删除您将不再是个性化，限制和显著降级的游戏体验。游戏将关闭,"Verileri toplamak için kararını iptal ederse, biz sınırlayan ve önemli ölçüde oynama deneyimini geçersiz kılınması, kişiselleştirilebilir sona erecek, tüm sosyal medya ile olan bağlantınızı senin Arkadaş Listesini temizlemek, bütün Lider Kurulları ve Reklamlar çıkarılabileceğini de gerekecektir. Oyun kapanacak",あなたがデータを収集するためにあなたの決定を取り消した場合、我々は限定的なものと大幅にあなたの演奏の経験をダウングレード、パーソナライズされなくなり、すべてのソーシャルメディアからあなたを切り離しあなたの友達リストをクリアし、すべてのリーダーボードと広告からユーザーを削除する必要があります。ゲームはシャットダウンします,"데이터를 수집하는 결정을 취소 할 경우, 우리는 제한하고 크게 연주 경험을 다운 그레이드, 개인화 할 중단됩니다, 모든 소셜 미디어에서 당신을 분리하여 친구 목록을 삭제, 모든 리더 보드 및 광고에서 당신을 제거해야합니다. 게임이 종료됩니다",إذا قمت بسحب القرار الخاص لجمع البيانات، ونحن سوف تحتاج إلى فصل لكم من كل سائل الإعلام الاجتماعية، ومسح قائمة الأصدقاء الخاصة بك، وإزالة لكم من كل المجالس القائد والإعلانات سوف تتوقف عن ان تكون شخصية، والحد من خفض مستوى تجربة اللعب بشكل ملحوظ. سوف عبة إيقاف
idRevoke,I Agree. Revoke,Я Согласен. Отзываю,Je suis d'accord. Révoquer,Ich stimme zu. Widerrufen,Estoy de acuerdo. Revocar,Sono d'accordo. Revocare,Concordo. Revogar,我同意。撤消,Katılıyorum. geri almak,同意する。取り消す,동의한다. 취소,أنا موافق. سحب
Crunch,Crunch,Скручивания,Crunch,Crunch,Abdominal,Crunch,Abdominal inferior,卷腹,Crunch,クランチ,크런치,Crunch
Sit Up,Sit Up,Подъем Сидя,Sit Up,Rumpfbeuge,Sentadilla,Addominali,Abdominal,仰卧起坐,Mekik,シットアップ,싯업,Sit Up
Leg Raise,Leg Raise,Поднятие Ног,Leg Raise,Beinheben,Levantamiento de pierna,Leg Raise,Elevação de pernas,抬腿,Bacak Kaldırma,レッグレイズ,레그 레이즈,رفع القدم
Knee Raise,Knee Raise,Поднятие Колен,Knee Raise,Knieheben,Levantamiento de rodilla,Knee Raise,Elevação de joelhos,抬高膝关节,Diz Kaldırma,ニーレイズ,니 레이즈,رفع الركبة
Vertical Up,Vertical Up,Подъем Ног,Vertical haut,Vertikal hoch,Abdominal bajo,Verticale,Vertical alto,直腿上举,Dikey Kaldırma,バーティカルアップ,버티컬 업,Vertical Up
Easy Step,Easy Step,Легкий Шаг,Step facile,Leichter Step,Step fácil,Step livello facile,Step fácil,简单踏步,Kolay Adım,初級 ステップ,이지 스텝,Step سهل
Medium Step,Medium Step,Средний Шаг,Step moyen,Mittlerer Step,Step normal,Step livello medio,Step médio,中级踏步,Orta Adım,中級 ステップ,미디움 스텝,Step متوسط
Hard Step,Hard Step,Тяжелый Шаг,Step difficile,Schwerer Step,Step difícil,Step livello difficile,Step difícil,困难踏步,Zor Adım,上級 ステップ,하드 스텝,Step صعب
Easy Dip,Easy Dip,Легкие Отжимания,Dip facile,Leichter Dip,Fondo fácil,Piegamenti livello facile,Fundo fácil,简单屈伸,Kolay İnme,初級 ディップ,이지 딥,Dip سهل
Medium Dip,Medium Dip,Средние Отжимания,Dip moyen,Mittlerer Dip,Fondo normal,Piegamenti livello medio,Fundo médio,中级屈伸,Orta İnme,中級 ディップ,미디움 딥,Dip متوسط
Hard Dip,Hard Dip,Тяжелые Отжимания,Dip difficile,Schwerer Dip,Fondo difícil,Piegamenti livello difficile,Fundo difícil,困难屈伸,Zor İnme,上級 ディップ,하드 딥,Dip صعب
Easy Leg Extension,Easy Leg Extension,Легкое Разгибание Ног,Extension de jambe facile,Leichte Beinstrecker,Extensión de pierna fácil,Leg Extension livello facile,Extensão de pernas fácil,简单腿部拉伸,Kolay Bacak Uzatma,初級 レッグエクステンション,초급 레그 익스텐션,مد أقدام سهل
